1, 10000 ms, 18773 ms, 9, 82 prods, 8
2, 10000 ms, 74058 ms, 310, 213 prods, 3
1, 10000 ms, 17409 ms, 33, 140 prods, 0
2, 10000 ms, 88018 ms, 3783, 2134 prods, 0
2, 10000 ms, 43621 ms, 2813, 1397 prods, 2715
1, 10000 ms, 24397 ms, 26, 124 prods, 9
1, 10000 ms, 32204 ms, 63, 350 prods, 59
1, 10000 ms, 45442 ms, 10, 104 prods, 7
2, 10000 ms, 44626 ms, 1618, 886 prods, 0
1, 10000 ms, 20228 ms, 1, 46 prods, 0
2, 10000 ms, 82559 ms, 3403, 1470 prods, 0
2, 10000 ms, 87964 ms, 7295, 2432 prods, 5936
1, 10001 ms, 28769 ms, 36, 152 prods, 7
1, 10000 ms, 19744 ms, 1, 48 prods, 0
1, 10000 ms, 16957 ms, 14, 79 prods, 0
2, 10000 ms, 106049 ms, 552, 434 prods, 1
1, 10000 ms, 46854 ms, 1, 76 prods, 0
1, 10000 ms, 17341 ms, 32, 134 prods, 0
3, 10000 ms, 154854 ms, 20958, 7835 prods, 0
1, 10000 ms, 62777 ms, 5, 102 prods, 0
2, 10000 ms, 94703 ms, 1, 66 prods, 0
1, 10000 ms, 29199 ms, 20, 188 prods, 0
2, 10000 ms, 43604 ms, 1950, 984 prods, 1160
1, 10000 ms, 22038 ms, 25, 235 prods, 1
1, 10000 ms, 35481 ms, 8, 147 prods, 7
1, 10000 ms, 38757 ms, 1, 68 prods, 0
2, 10000 ms, 64278 ms, 143, 104 prods, 0
